orig_address,orig_city,orig_state,orig_country,subpremise,street_number,route,locality,administrative_area_level_2,administrative_area_level_1,country,postal_code,lat,lng,partial_match
 1018 Florala Hwy,Opp,AL,36467,"",1018,Florala Highway,Opp,Covington County,Alabama,United States,36467,31.266313,-86.25027759999999,false
 306 E. Moore Street,Dublin,GA,31021,"",306,East Moore Street,Dublin,Laurens County,Georgia,United States,31021,32.546842,-82.90471029999999,false
 305 E. State Street,Scottville,MI,49454,"",305,East State Street,Scottville,Mason County,Michigan,United States,49454,43.9548711,-86.2766278,false
 365 W. Main Street,Berne,IN,46711,"",365,West Main Street,Berne,Adams County,Indiana,United States,46711,40.6580395,-84.9535533,false
 55 West Valley Highway South,Auburn,WA ,98001,"",55,West Valley Highway South,Auburn,King County,Washington,United States,98001,47.3075876,-122.2545385,false
 378 Charlie Brown Road,Burnsville,NC,28714,"",378,Charlie Brown Road,Burnsville,Yancey County,North Carolina,United States,28714,35.9145245,-82.3261527,false
 1500 W. Vandament Avenue,Yukon,OK,73099,"",1500,West Vandament Avenue,Yukon,Canadian County,Oklahoma,United States,73099,35.492657,-97.7655245,false
 801 Capitol Trail,Newark,DE,19711,"",801,Capitol Trail,Newark,New Castle County,Delaware,United States,19711,39.6959,-75.71856799999999,false
 251 S. State Street,Zeeland,MI,49464,"",251,South State Street,Zeeland,Ottawa County,Michigan,United States,49464,42.80664340000001,-86.0183414,false
 1911 S Main St.,Goshen, IN,46526,"",1911,South Main Street,Goshen,Elkhart County,Indiana,United States,46526,41.5612724,-85.82890669999999,false
 510 West 4th Street,Tompkinsville,KY,42167,"",510,West 4th Street,Tompkinsville,Monroe County,Kentucky,United States,42167,36.7049915,-85.6991438,true
 1616 Poyntz,Manhattan,KS,66502,"",1616,Poyntz Avenue,Manhattan,Riley County,Kansas,United States,66502,39.179891,-96.582568,true
 222 South State Street,Kendallville, IN,46755,"",222,South State Street,Kendallville,Noble County,Indiana,United States,46755,41.44204,-85.26422,false
 1102 Terrace Street,Muskegon,MI,49442,"",1102,Terrace Street,Muskegon,Muskegon County,Michigan,United States,49442,43.2323294,-86.2426421,false
 403 Pine St,Lake City,MI,49651,"",403,South Pine Street,Lake City,Missaukee County,Michigan,United States,49651,44.330234,-85.21234299999999,true
 3106 West Street,Covington,GA,30014,"",3106,West Street Northwest,Covington,Newton County,Georgia,United States,30014,33.5966189,-83.8675713,true
 213 Spring Street,Auburn,KY,42206,"",213,Spring Street,Auburn,Logan County,Kentucky,United States,42206,36.8619837,-86.70973289999999,false
 201 West Main Street,Louisa,KY,41230,"",201,West Main Street,Louisa,Lawrence County,Kentucky,United States,41230,38.114936,-82.605623,false
 31 W Main St,Searsport,ME,4974,"",31,West Main Street,Searsport,Waldo County,Maine,United States,04974,44.4570257,-68.927813,true
 1600 Nashville Street,Russellville,KY,42276,"",1600,Nashville Street,Russellville,Logan County,Kentucky,United States,42276,36.8188782,-86.8841897,true
 129 Washington Street,Monroe,GA,30655,"",129,East Washington Street,Monroe,Walton County,Georgia,United States,30655,33.7936495,-83.7121454,true
 4502 Front St,Winnsboro,LA,71295,"",4502,Front Street,Winnsboro,Franklin Parish,Louisiana,United States,71295,32.1463508,-91.70590899999999,true
 508 Champagnolle Road,El Dorado,AR,71730,"",508,Champagnolle Road,El Dorado,Union County,Arkansas,United States,71730,33.2164519,-92.6593261,false
 200 Carter St,Vidalia,LA,71373,"",200,Carter Street,Vidalia,Concordia Parish,Louisiana,United States,71373,31.5663854,-91.42616939999999,true
 P.O. Box 1021,Jonesville,LA,71343,"","","",Jonesville,Catahoula Parish,Louisiana,United States,71343,31.6265595,-91.8181828,false
 609 E E Wallace Blvd,Ferriday,LA,71334,"",609,EE Wallace Boulevard,Ferriday,Concordia Parish,Louisiana,United States,71334,31.6256787,-91.5550945,true
 775 South 5th Avenue,Yuma,AZ,85364,"",775,South 5th Avenue,Yuma,Yuma County,Arizona,United States,85364,32.7133748,-114.6257725,false
 410 Jackson Avenue,"Seward,",NE,68434,"",410,Jackson Avenue,Seward,Seward County,Nebraska,United States,68434,40.9089222,-97.09695719999999,false
 102 E Ciro Street,Truman,MN,56088,"",102,East Ciro Street,Truman,Martin County,Minnesota,United States,56088,43.82774939999999,-94.4355863,false
 108 2nd Avenue,Madison,MN,56256,"",108,2nd Avenue,Madison,Lac qui Parle County,Minnesota,United States,56256,45.0091635,-96.187315,false
 145 Harrison Street,Bloomfield,NJ,7003,"",145,Harrison Street,Bloomfield,Essex County,New Jersey,United States,07003,40.78678000000001,-74.183154,true
 205 Elm Street,Marion,KS,66861,"",205,Elm Street,Marion,Marion County,Kansas,United States,66861,38.3501296,-97.01681789999999,false
 104 W. 5th Street,Florence,KS,66851,"",104,West 5th Street,Florence,Marion County,Kansas,United States,66851,38.2423471,-96.92633599999999,false
 106 Main Street,East New Market,MD,21631,"",106,Main Street,Preston,Dorchester County,Maryland,United States,21655,38.599725,-75.925832,false
 1212 Ocean City Road,Salisbury,MD,21802,"",1212,Old Ocean City Road,Salisbury,Wicomico County,Maryland,United States,21804,38.372985,-75.57347299999999,true
 83 North Midland Blvd,Nampa,ID,83651,"",83,North Midland Boulevard,Nampa,Canyon County,Idaho,United States,83651,43.5819267,-116.5934427,false
 521 West Madison Avenue,Athens,TN,37303,"",521,West Madison Avenue,Athens,McMinn County,Tennessee,United States,37303,35.4397666,-84.5999697,false
 108 N. Broadway,Gilbert,MN,55741,"",108,North Broadway,Gilbert,St. Louis County,Minnesota,United States,55741,47.4883477,-92.4654913,false
 402 W. Third Ave. N.,Aurora,MN,55705,"",402,West 3rd Avenue North,Aurora,St. Louis County,Minnesota,United States,55705,47.5299901,-92.2456309,false
 1101 Jefferson St,Rochester,IN,46975,"",1101,Jefferson Street,Rochester,Fulton County,Indiana,United States,46975,41.0628088,-86.2177317,false
 520 Main Street,"Sterling,",NE,68443,"",520,Main Street,Sterling,Johnson County,Nebraska,United States,68443,40.4640431,-96.3760786,false
 26 Kinsley St.,Nashua,NH,3060,"",26,Kinsley Street,Nashua,Hillsborough County,New Hampshire,United States,03060,42.7552114,-71.4663699,true
 505 13th Street N,Benson,MN,56215,"",505,13th Street North,Benson,Swift County,Minnesota,United States,56215,45.3182293,-95.5988063,false
 50 S. Miles,Appleton,MN,56208,"",50,South Miles Street,Appleton,Swift County,Minnesota,United States,56208,45.199472,-96.01888509999999,true
 920 10th St,Tell City,IN,47586,"",920,10th Street,Tell City,Perry County,Indiana,United States,47586,37.9543941,-86.7667882,false
 520 N. 2nd Street,Decatur,IN,46733,"",520,North 2nd Street,Decatur,Adams County,Indiana,United States,46733,40.8356547,-84.9253557,false
 Ertl Funeral Home,Watkins,MN,55389,"","","",Watkins,Meeker County,Minnesota,United States,"",45.3152415,-94.40860289999999,true
