Name,seo-url,Address,City,State,Zip,Phone,Basic Services,Embalming,Dressing & Casketing,Facilities & Staff for Visitation,Facilities & Staff for Chapel Service,Transfer Vehicle to Funeral Home,Hearse,UtilityFlower Vehicle,Lead Car,Direct Cremation with Memorial Service ,Crematory Fee,Direct Cremation
Wing-Bain Funeral Home,wing-bain-funeral-home-02,31 Fourth S.E,Clara City,MN,56222,320-847-3144,3054,875,440,350,525,475,375,150,100,6200,Included,1650
Wingfield Funeral Home,wingfield-funeral-home,206 Marietta St.,Cedartown,GA,30125,770-748-3241,1350,795,125,175,250,150,250,90,Not Available,1550,Included,1350
Winkel Funeral Home,winkel-funeral-home,207 E. Allegan Street,Otsego,MI,49078,269-692-2721,2000,800,190,475,475,325,375,Not Available,175,3045,Included,2570
Winkenhofer Pine Ridge Funeral Home,winkenhofer-pine-ridge-funeral-home,2950 N. Cobb Pkwy,Kennesaw,GA,30152,770-422-7299,2740,1295,395,395,550,695,295,195,Not Available,3390,Included,2840
Winn Funeral Home,winn-funeral-home,210 Maple Avenue,Horse Cave,KY,42749,270-786-2121,1595,560,150,360,325,150,260,100,Not Available,2745,Included,2295
Winnfield Funeral Home,winnfield-funeral-home,2033 Third Street,Alexandria,LA,71301,318-445-5002,1595,900,250,350,350,375,425,275,Not Available,1950,Included,1600
Winnfield Funeral Home,winnfield-funeral-home-01,117 Martin Luther King Drive,Winnfield,LA,71483,318-628-3561,1895,795,250,350,400,350,395,225,Not Available,2098,Included,1698
Winns Funeral Home,winns-funeral-home,240 Azelea Street SW,Arlington,GA,39813,229-725-4619,1000,400,150,250,Included,250,250,Not Available,Not Available,1600,Not Available,1600
Winters Funeral Home,winters-funeral-home,325 Fenwick Street,Kosciusko,MS,39090,662-289-5251,1000,950,260,275,300,260,295,185,Not Available,2305,Included,2005
Wintz Funeral Home,wintz-funeral-home,203 W. Franklin Street,"Hartington,",NE,68739,402-254-6547,2695,975,275,390,445,435,280,Included,Included,4040,Included,3595
Wintz-Ray Funeral Home & Cremation Services,wintz-ray-funeral-home-cremation-services,2901 Douglas Avenue,Yankton,SD,57078,605-665-3644,2695,975,275,390,445,435,280,Included,Included,4040,Included,3595
Wiregrass Funeral Home,wiregrass-funeral-home,307 South Fulton Street,Geneva,AL,36340,334-684-2841,1500,575,75,300,Included,175,300,150,Not Available,1995,Included,895
Wise Family Funeral & Cremation Services,wise-family-funeral-cremation-services,400 Spring Street,Hastings,MN,55033,651-437-3752,2675,695,340,445,445,360,255,145,Included,2780,Included,2335
Wise Funeral Home,wise-funeral-home,207 West Roane Avenue,Eupora,MS,39744,662-258-3401,1465,400,75,200,200,200,300,200,Not Available,2145,Included,1995
Wiseman Mortuary,wiseman-mortuary,431 Cumberland Street,Fayetteville,NC,28301,910-483-7111,1500,650,100,300,300,250,250,100,Not Available,1800,Included,1500
Withers & Whisenant Funeral Home,withers-whisenant-funeral-home,2916 Union Rd,Gastonia,NC,28054,704-864-5144,1395,795,325,275,475,375,275,110,Included,1900,Included,1425
Witty's Funeral Home,wittys-funeral-home,158 S. Main Street,Orange,MA,1364,978-544-3160,2195,395,185,250,550,275,275,175,Not Available,3145,Included,2595
Woitkowski Funeral Home,woitkowski-funeral-home,110 Bridge Street,Manchester,NH,3101,603-622-7073,1450,750,325,200,450,290,290,175,250,2345,Included,1895
Wolfe-Bayview Funeral Home & Crematory Services,wolfe-bayview-funeral-home-crematory-services,19698 Greeno Rd,Fairhope,AL,36532,251-990-7775,2495,895,295,700,800,395,395,395,395,1795,Included,995
Wolfe-Bayview Funeral Homes & Crematory,wolfe-bayview-funeral-homes-crematory,2551 South Mckenzie St,Foley,AL,36535,251-943-2391,2495,895,295,700,800,395,395,395,395,1795,Included,995
Wolfe-Bayview Funeral Homes & Crematory,wolfe-bayview-funeral-homes-crematory-01,25102 State Street,Elberta,AL,36530,251-986-3071,2495,895,295,700,800,395,395,395,395,1795,Included,995
Wolfe-Bayview Funeral Homes & Crematory,wolfe-bayview-funeral-homes-crematory-02,27409 U.S. Highway 98,Daphne,AL,36526,251-625-2900,2495,895,295,700,800,395,395,395,395,1795,Included,995
Wolfe Brothers Funeral Home,wolfe-brothers-funeral-home,128 S. Seventh Street,West Memphis,AR,72301,870-735-5855,1055,600,100,160,Included,300,285,Included,Not Available,1255,Included,1255
Wolfe & Sons Funeral Home,wolfe-sons-funeral-home,23185 Highway 421,Hyden,KY,41749,606-672-2400,3750,625,105,425,475,145,225,165,Not Available,1875,Included,1400
Womble Funeral Home,womble-funeral-home,110 S. Church St,Charleston,MS,38921,662-647-2712,2137,350,95,125,123,90,118,85,Not Available,1623,Included,1500
Wood Funeral Home,wood-funeral-home,134 E. Main St,Tuckerton,NJ,8087,609-296-2414,1200,650,300,675,375,200,265,Not Available,Not Available,2875,Included,2400
Wood Funeral Home,wood-funeral-home-01,16 Main Street,Branchville,NJ,7826,973-948-3030,2295,1200,400,900,600,350,400,400,Not Available,4211,300,2300
Wood Funeral Home,wood-funeral-home-02,9 Warren Street,Fryeburg,ME,4037,207-935-2325,1785,425,185,350,375,285,285,185,Not Available,3705,Included,3330
Wood Funeral Home,wood-funeral-home-03,273 North Ridge Avenue,Idaho Falls,ID,83402,208-522-2751,1995,695,245,175,295,225,195,95,Not Available,1950,Included,1655
Wood Funeral Home,wood-funeral-home-04,800 W. Broad Street,Metter,GA,30439,912-685-2084,1365,450,85,200,500,150,125,75,Included,1320,Included,995
Wood Funeral Home East Side,wood-funeral-home-east-side,963 South Ammon Road,Idaho Falls,ID,83406,208-522-2992,1995,695,245,175,295,225,195,95,Not Available,1950,Included,1655
Wood Funeral Service,wood-funeral-service,28868 Highway 49 North ,Chase City,VA,23924,434-372-2147,2250,790,170,450,450,265,225,75,65,2730,Included,2375
Wood-Oakley Funeral Home,wood-oakley-funeral-home,37 High Street,Milton,KY,40045,502-268-5694,1290,550,180,340,500,185,180,Not Available,Not Available,2090,Included,1800
WoodallAnderson-Dugger Funeral Home,woodallanderson-dugger-funeral-home,108 W. Watauga Avenue,Johnson City,TN,37604,423-928-2245,995,595,125,375,475,250,275,125,Not Available,2390,Included,1995
Woodard Funeral Home,woodard-funeral-home,3200 N. O' Henry Blvd,Greensboro,NC,27415,336-621-3461,1950,750,100,375,450,195,245,Not Available,75,1245,250,795
Woodard Funeral Home ,woodard-funeral-home-01,5591 Hwy 31 E,Westmoreland,TN,37186,615-644-5200,2050,695,110,460,455,125,190,110,Not Available,2560,Included,2115
Woodard Funeral Service,woodard-funeral-service,350 F St.,Wynne,AR,72396,870-238-7237,900,600,200,300,400,200,225,100,Not Available,1695,Included,1295
Woodard Funeral Service,woodard-funeral-service-01,504 Elm St,Marked Tree,AR,72365,870-358-2314,900,600,200,300,400,200,225,100,Not Available,1695,Included,1295
Woodard Funeral Service,woodard-funeral-service-02,216 East Street,Jonesboro,AR,72401,870-802-0999,900,600,200,300,400,200,225,100,Not Available,1695,Included,1295
Woodbridge Funeral Home,woodbridge-funeral-home,908 Lake Road,Havelock,NC,28532,252-444-6248,2300,620,225,375,575,235,475,275,Not Available,3975,650,3500
Woodburn Funeral and Cremation Service (by appointment only,woodburn-funeral-and-cremation-service-by-appointment-only,1000 Belle Passi Road NE,Woodburn,OR,97071,503-981-9501,1445,625,290,295,675,330,330,270,Not Available,1970,Included,1495
Woodbury Funeral Home,woodbury-funeral-home,504 W. Main Street,Woodbury,TN,37190,615-563-2311,1495,675,100,575,575,200,350,185,Not Available,2620,Included,2045
Woodfin Funeral Chapel,woodfin-funeral-chapel,203 North Lowry Street ,Smyrna,TN,37167,615-459-3254,1859,610,130,397,498,225,241,167,Not Available,2729,Included,2231
Woodhead Funeral Home,woodhead-funeral-home,310 West Shelby Street,Falmouth,KY,41040,859-654-3306,1395,995,125,425,560,195,225,75,Not Available,2100,Included,1500
Woodhead Funeral Home,woodhead-funeral-home-01,106 Main Street,Berry,KY,41003,859-654-3306,1395,995,125,425,560,195,225,75,Not Available,2100,Included,1500
Woodland Funeral Home,woodland-funeral-home,828 Goering St,Woodland,WA,98674,360-225-8441,2195,400,195,100,695,295,300,50,Not Available,2090,Included,1395
Woodland Hills Funeral Home,woodland-hills-funeral-home,1605 Woodland Avenue,Mankato,MN,56001,507-387-5504,2445,680,210,395,395,240,240,95,95,2550,Included,2155
Woodlawn Funeral Home,woodlawn-funeral-home,5930 Mullen Rd SE,Lacey,WA,98503,360-491-3000,1395,495,150,195,595,295,295,75,Not Available,2195,Included ,777
Woodlawn Funeral Home,woodlawn-funeral-home-01,375 Woodlawn Avenue,Mount Holly,NC,28120,704-820-0608,1497,490,75,250,250,175,195,Included,Included,2600,Included,2350
Woodlawn Funeral Home & Crematory,woodlawn-funeral-home-crematory,6329 E. Virginia Beach Blvd,Norfolk,VA,23502,757-455-2838,2650,625,225,475,575,400,300,150,Not Available,4720,Included,4145
Woodlawn Gattone Funeral Home,woodlawn-gattone-funeral-home,600 Pontiac Avenue,Cranston,RI,2910,401-421-0289,2450,750,300,600,500,350,350,200,Included,2995,Included,2495
Woodlawn Life Celebration Centre,woodlawn-life-celebration-centre,311 Holiday Square Road ,Seymour,IN,47274,812-523-1073,995,500,400,290,290,260,200,95,50,1685,Included,1395
Woodlawn Life Celebration Centre,woodlawn-life-celebration-centre-01,117 Holt Drive,Madison,IN,47250,812-265-5112,995,500,400,290,290,260,200,95,50,1685,Included,1395
Woodside Funeral Home,woodside-funeral-home,613 Quinton Street,Salem,NJ,8079,856-339-6500,1500,700,350,175,375,200,325,175,Not Available,1850,265,1450
Woodside Funeral Home,woodside-funeral-home-01,34 Oak St,Salem,NJ,8079,856-935-2121,1500,700,350,175,375,200,325,175,Not Available,1850,265,1450
Woodstock Funeral Home,woodstock-funeral-home,8855 Main Street,Woodstock,GA,30188,770-926-3107,2995,1295,395,295,495,695,295,195,Not Available,2900,Included,2405
Woodtick Memorial Funeral Home,woodtick-memorial-funeral-home,420 Woodtick Road,Wolcott,CT,6716,203-879-3918,2650,700,225,600,695,495,405,175,150,4165,350,3470
Woodward Funeral Home ,woodward-funeral-home,200 Fredericksburg Avenue ,Louisa,VA,23093,540-967-0085,1795,695,225,500,695,395,395,125,125,2490,Included,1795
Woody Funeral Home,woody-funeral-home,206 E. 8th Avenue,Roselle,NJ,7203,908-245-6800,1200,550,125,350,475,275,285,275,Not Available,1970,155,1495
Woody Funeral Home-Atlee Chapel ,woody-funeral-home-atlee-chapel,9271 Shady Grove Rd,Mechanicsville,VA ,23115,804-730-0035,6410,495,295,95,395,595,220,295,Included,4745,Included,4350
Woody Funeral Home-Parham Chapel ,woody-funeral-home-parham-chapel,1771 N. Parham Road,Richmond,VA,23229,804-288-3013,6410,495,295,95,395,595,220,295, Included,4745,Included ,4350
Woolf Funeral Home,woolf-funeral-home,1021 Prichard Road,Tunica,MS,38676,662-363-2661,2495,725,225,125,550,250,300,Not Available,Not Available,1475,Included,925
Woolf Funeral Home,woolf-funeral-home-01,761 McKinley Street,Clarksdale,MS,38614,662-624-2522,955,540,100,150,250,395,165,Not Available,Not Available,1750,Included,1500
Woolley-Boglioli Funeral Home,woolley-boglioli-funeral-home,10 Morrell,Long Branch,NJ,7740,732-229-0122,2490,800,385,980,490,400,450,Included,Not Available,3790,250,3300
Wooster Funeral Home and Cremation Services,wooster-funeral-home-and-cremation-services,1601 S. Chickasaw,Pauls Valley,OK,73075,405-238-7574,1480,625,95,155,375,195,175,95,Not Available,2895,Included,2520
Worlein Blooming Prairie Funeral Home,worlein-blooming-prairie-funeral-home,418 Highway Avenue South,Blooming Prairie,MN,55917,507-583-7561,2995,595,295,150,600,395,295,150,Included,4445,Included,3845
Worlein Funeral Home- Austin,worlein-funeral-home-austin,1801 4th Street NW,Austin,MN,55912,507-433-5000,2995,595,295,150,600,395,295,150,Included,4445,Included,3845
Worley Mortuary & Cremation Service,worley-mortuary-cremation-service,200 Sandy Street,Fairmont,NC,28340,910-628-5145,1600,600,195,250,395,200,200,150,Not Available,1694,Included,1299
Worthington Funeral Home,worthington-funeral-home,405 East Strawberry Blvd,Chadbourn,NC,28431,910-654-3518,2100,550,Included,425,500,140,125,65,Not Available,1500,Included,1200
"Wrenn, Clark & Hagan Funeral & Cremation Service",wrenn-clark-hagan-funeral-cremation-service,1015 West Fifth Street,Roanoke Rapids,NC,27870,252-537-4742,1880,570,125,240,460,195,220,180,95,2740,Included,2280
Wrenn-Yeatts Funeral Home,wrenn-yeatts-funeral-home,703 N Main,Danville,VA,24541,434-793-5511,2000,665,255,445,500,305,315,150,Not Available ,2995,Included,3134
Wrenn-Yeatts Westover Chapel,wrenn-yeatts-westover-chapel,5858 Riverside Drive,Danville,VA,24540,434-793-5514,2000,665,255,445,500,305,315,150,Not Available ,2995,Included,3134
Wrenn-Yeatts Yanceyville Chapel,wrenn-yeatts-yanceyville-chapel,877 Main Street,Yanceyville,NC,27379,336-694-1000,1700,650,250,445,495,295,350,130,Not Available,2889,Not Available,2394
Wright-Brown Funeral Home,wright-brown-funeral-home,210 South Broadway,Coweta,OK,74429,918-486-5515,1895,795,200,200,595,350,365,95,100,2590,Included,1995
Wright & Ferguson Funeral Home,wright-ferguson-funeral-home,350 High St,Raymond,MS,39202,601-857-5625,3195,1095,295,395,600,495,295,150,Included,2925,Included,2325
Wright & Ferguson Funeral Home,wright-ferguson-funeral-home-01,106 Cynthia St.,Clinton,MS,39056,601-924-9308,3195,1095,295,395,600,495,295,150,Included,2925,Included,2325
Wright & Ford Family Funeral Home and Cremation Services,wright-ford-family-funeral-home-and-cremation-services,38 State Highway 31,Flemington,NJ,8822,908-782-3311,1975,995,345,275,495,310,425,195,195,2820,325,2170
Wright Funeral Home,wright-funeral-home,32247 South Main  Street,Boykins,VA,23827,757-654-6555,1200,600,100,400,450,300,250,100,100,2180,Included ,1830
Wright Funeral Home,wright-funeral-home-01,605 2nd Avenue South,Moorhead,MN,56560,218-233-1321,2595,495,395,595,695,295,345,Included,Included,4965,375,2595
Wright Funeral Home,wright-funeral-home-02,206 W. 4th Avenue,Franklin,VA,23851,757-562-4144,1200,600,100,400,450,300,250,100,100,2180,Included,1830
Wright Funeral Home,wright-funeral-home-03,3724 Salem Rd.,Oxford,NC,27565,919-693-8870,1350,795,250,200,300,150,200,200,Not Available,2200,Included,1900
Wright Funeral Home,wright-funeral-home-04,404 Leonard Street,Hawley,MN,56549,218-483-4411,2595,495,395,595,695,295,345,Included,Included,4965,375,2595
Wright Funeral Home (Vigen Chapel,wright-funeral-home-vigen-chapel,407 Lake Street,Lake Park,MN,56554,218-238-5579,2595,495,395,595,695,295,345,Included,Included,4965,375,2595
Wright Memorial Mortuary,wright-memorial-mortuary,814 S. Broad Street Southwest,Rome,GA,30161,706-235-0642,1800,450,200,200,200,175,300,200,Not Available,1250,Not Available,Not Available
Wright's Funeral Home,wrights-funeral-home,119 E. Church,Quitman,MS,39355,601-776-2103,1695,650,225,475,575,250,450,275,Not Available,2670,450,2095
Wright's Funeral Home,wrights-funeral-home-01,1017 East Main St,Greenup,KY,41144,606-473-9861,900,600,200,500,500,150,350,200,Included,2100,Included,1600
Wrights Funeral Home,wrights-funeral-home-02,1395 N. Central Avenue,Alexander City,AL,35010,256-234-6355,1950,600,Included,250,250,250,300,Not Available,Not Available,2200,Included,1950
Wrisley Funeral Home,wrisley-funeral-home,90 Sugarloaf Street,South Deerfield,MA,1373,413-665-4046,1480,425,150,500,600,300,350,250,130,2680,Included,2230
Wujek-Calcaterra & Sons Funeral Home,wujek-calcaterra-sons-funeral-home,36900 Schoenherr Road,Sterling Heights,MI,48312,586-826-8550,2345,995,250,880,410,350,350,190,Not Available,2605,200,2195
Wulf-Ast Mortuary,wulf-ast-mortuary,120 N King st,Mount Hope,KS,67108,316-667-2351,1600,800,320,150,330,300,320,250,Not Available,2050,550,550
Wulf-Ast Mortuary,wulf-ast-mortuary-01,911 Biermann Street,Garden Plain,KS,67050,316-535-2211,1600,800,320,150,330,300,320,250,Not Available,2050,550,550
Wulf-Ast Mortuary,wulf-ast-mortuary-02,213 W Wichita St,Colwich,KS,67030,316-796-0894,1600,800,320,150,330,300,320,250,Not Available,2050,550,550
Wyatt Funeral Home,wyatt-funeral-home,1018 Florala Hwy,Opp,AL,36467,334-493-2506,1995,850,150,380,380,195,195,Not Available,Not Available,3065,Included,2685
Wyche's Funeral Home,wyches-funeral-home,306 E. Moore Street,Dublin,GA,31021,478-272-0366,2800,595,Included,Included,Included,195,225,Included,Not Available,1500,Included,1500
Wyman Funeral Home (aka: Stephens Funeral Home,wyman-funeral-home-aka-stephens-funeral-home,305 E. State Street,Scottville,MI,49454,231-757-3333,1995,595,275,300,300,295,350,225,Not Available,1590,260,1290
Yager-Kirchhofer Funeral Home ,yager-kirchhofer-funeral-home,365 W. Main Street,Berne,IN,46711,260-589-3101,1825,860,225,850,785,Included,145,120,Not Available,3445,Included,2280
Yahn & Son Funeral Home ,yahn-son-funeral-home,55 West Valley Highway South ,Auburn,WA ,98001,253-833-8877,1895,550,190,225,495,280,250,95,Not Available,2495,Included,1495
"Yancey Funeral Service, Inc",yancey-funeral-service-inc,378 Charlie Brown Road,Burnsville,NC,28714,828-678-9962,1925,700,125,275,350,260,250,175,Not Available,1750,Included,1400
Yanda & Son Funeral Home,yanda-son-funeral-home,1500 W. Vandament Avenue,Yukon,OK,73099,405-350-7101,1695,695,125,350,450,250,350,100,Not Available,2770,Included,2320
Yasik Funeral Home,yasik-funeral-home,801 Capitol Trail,Newark,DE,19711,302-588-5299,1550,775,285,295,425,295,350,220,250,3420,Not Available,2995
Yntema Funeral Home,yntema-funeral-home,251 S. State Street,Zeeland,MI,49464,616-772-2173,1825,700,200,350,625,295,335,150,Not Available,1690,250,1195
Yoder-Culp Funeral Home,yoder-culp-funeral-home,1911 S Main St.,Goshen, IN,46526,574-533-3153,2220,690,250,475,450,310,350,135,135,2895,250,2445
Yokley-Trible Funeral Home,yokley-trible-funeral-home,510 West 4th Street,Tompkinsville,KY,42167,270-487-5539,1995,795,200,650,650,150,300,150,Included,2950,Included,2300
YorgensenMeloan-Londeen Funeral Home,yorgensenmeloan-londeen-funeral-home,1616 Poyntz,Manhattan,KS,66502,785-539-7481,2150,750,250,675,875,250,400,100,Included,3470,Included,2595
Young Family Funeral Home,young-family-funeral-home,222 South State Street,Kendallville, IN,46755,260-347-0950,2245,700,195,350,350,195,200,100,100,1940,Included ,1590
Young Funeral Home,young-funeral-home,1102 Terrace Street,Muskegon,MI,49442,231-722-3873,1445,600,150,650,525,350,675,Included,Included,3020,Included,2495
Young Funeral Home,young-funeral-home-01,403 Pine St,Lake City,MI,49651,231-839-4334,2395,690,275,445,390,310,325,Not Available,Not Available,2712,Included,2195
Young Funeral Home,young-funeral-home-02,3106 West Street,Covington,GA,30014,770-786-2944,1595,795,195,195,325,195,395,125,Not Available,1420,Included,1095
Young Funeral Home,young-funeral-home-03,213 Spring Street,Auburn,KY,42206,270-542-4151,1580,700,300,500,700,195,225,95,Not Available,1770,Included,1695
Young Funeral Home,young-funeral-home-04,201 West Main Street,Louisa,KY,41230,606-638-4521,1680,825,325,220,220,295,285,Included,Not Available,2000,Included,1650
Young Funeral Home,young-funeral-home-05,31 W Main St,Searsport,ME,4974,207-548-2545,1595,500,300,500,500,250,250,100,Not Available,2360,Included,1860
Young Funeral Home Russellville Chapel,young-funeral-home-russellville-chapel,1600 Nashville Street,Russellville,KY,42276,270-726-4150,1580,700,300,500,700,195,225,95,Not Available,1770,Included,1695
YoungLevett Funeral Home,younglevett-funeral-home,129 Washington Street,Monroe,GA,30655,770-267-2642,1595,795,195,195,325,195,395,125,Not Available,1420,Included,1095
Youngs Community Memorial Funeral Home,youngs-community-memorial-funeral-home,4502 Front St,Winnsboro,LA,71295,318-435-7007,2595,795,75,215,295,235,265,100,Not Available,3545,Included,3150
Young's Funeral Directors,youngs-funeral-directors,508 Champagnolle Road,El Dorado,AR,71730,870-863-7121,2590,895,195,320,395,295,325,180,Not Available,3005,Included,2610
Youngs Funeral Home,youngs-funeral-home,200 Carter St,Vidalia,LA,71373,318-336-1300,2595,795,75,215,295,235,265,100,Not Available,3545,Included,3150
Youngs Funeral Home,youngs-funeral-home-01,P.O. Box 1021,Jonesville,LA,71343,318-339-7905,2595,795,75,215,295,235,265,100,Not Available,3545,Included,3150
Youngs Funeral Home,youngs-funeral-home-02,609 E E Wallace Blvd,Ferriday,LA,71334,318-757-3636,2595,795,75,215,295,235,265,100,Not Available,3545,Included,3150
Yuma Mortuary & Crematory ,yuma-mortuary-crematory,775 South 5th Avenue,Yuma,AZ,85364,928-782-9865,995,595,200,325,325,385,265,195,Not Available,1300,Included ,1095
Zabka Funeral Home,zabka-funeral-home,410 Jackson Avenue,"Seward,",NE,68434,402-643-2924,2125,1025,Included,295,380,285,290,180,180,3080,Included,2700
Zaharia Family Funeral and Cremation Service,zaharia-family-funeral-and-cremation-service,102 E Ciro Street,Truman,MN,56088,507-776-4375,3095,745,265,395,500,400,300,95,75,4195,Included,3695
Zahrbock Funeral Home & Cremation Services,zahrbock-funeral-home-cremation-services,108 2nd Avenue,Madison,MN,56256,320-598-3339,2225,685,395,490,490,290,290,290,Not Available,3715,Included,3225
Zarro Funeral Home Inc.,zarro-funeral-home-inc,145 Harrison Street,Bloomfield,NJ,7003,973-743-3433,3795,1195,395,795,795,550,550,150,Not Available,2790,550,1995
Zeiner Funeral Home,zeiner-funeral-home,205 Elm Street,Marion,KS,66861,620-382-2112,1885,650,295,365,450,235,250,165,Not Available,2750,Included,2300
Zeiner Funeral Home,zeiner-funeral-home-01,104 W. 5th Street,Florence,KS,66851,620-878-4255,1885,650,295,365,450,235,250,165,Not Available,2750,Included,2300
Zeller Funeral Home,zeller-funeral-home,106 Main Street,East New Market,MD,21631,410-943-3686,1860,820,275,325,425,275,300,190,190,2522,325,2097
Zeller Funeral Home,zeller-funeral-home-01,1212 Ocean City Road,Salisbury,MD,21802,410-749-5206,1860,820,275,325,425,275,300,190,190,2522,325,2097
Zeyer Funeral Chapel,zeyer-funeral-chapel,83 North Midland Blvd,Nampa,ID,83651,208-467-7300,1150,470,175,220,590,175,175,Included,Not Available,1760,Included,1170
Ziegler Funeral Home,ziegler-funeral-home,521 West Madison Avenue,Athens,TN,37303,423-745-3123,1750,425,95,195,175,175,160,95,Not Available,2335,Included,2565
Ziemer-Moeglein-Shatava Funeral Home,ziemer-moeglein-shatava-funeral-home,108 N. Broadway,Gilbert,MN,55741,218-741-6448,2400,500,225,225,425,325,335,100,Included,4175,Included,3000
Ziemer-MoegleinShatava Funeral Homes,ziemer-moegleinshatava-funeral-homes,402 W. Third Ave. N.,Aurora,MN,55705,218-229-3160,2400,500,225,225,425,325,335,100,Included,4175,Included,3000
Zimmerman Brothers Funeral Home ,zimmerman-brothers-funeral-home,1101 Jefferson St,Rochester,IN,46975,574-223-3712,2675,445,220,495,495,395,450,95, Included ,2440,200,1945
Zink Fox Funeral Home,zink-fox-funeral-home,520 Main Street,"Sterling,",NE,68443,402-866-5391,1625,590,230,365,475,185,250,150,Not Available,2595,Included,2120
Zis-Sweeney Funeral Home,zis-sweeney-funeral-home,26 Kinsley St.,Nashua,NH,3060,603-882-3501,3595,945,395,495,595,495,495,195,195,3585,490,2990
Zniewski Funeral Home,zniewski-funeral-home,505 13th Street N,Benson,MN,56215,320-842-8811,2540,640,275,325,740,475,320,120,Not Available,3527,695,2787
Zniewski Funeral Home-Vaala Chapel,zniewski-funeral-home-vaala-chapel,50 S. Miles,Appleton,MN,56208,320-289-1000,2540,640,275,325,740,475,320,120,Not Available,3527,695,2787
Zoercher-Gillick Funeral Home,zoercher-gillick-funeral-home,920 10th St,Tell City,IN,47586,812-547-2511,2080,900,170,450,425,200,195,Not Available ,30,2725,Included,2300
Zwick & Jahn Funeral Homes ,zwick-jahn-funeral-homes,520 N. 2nd Street,Decatur,IN,46733,260-724-9164,1895,826,296,649,798,295,270,150,129,2750,Included ,1952
,,Ertl Funeral Home,Watkins,MN,55389,320-764-2800,3195,695,385,395,500,300,300,125,Not Available,3090,Included,2590
